ID,ALIGN,EYE,HAIR,SEX,ALIVE,APPEARANCES,Year
Public Identity,,Blue Eyes,Grey Hair,Male Characters,Living Characters,104,1975
Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,104,2010
Secret Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,Deceased Characters,103,1941
Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,103,1983
Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Deceased Characters,103,1994
Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,103,2005
Public Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Deceased Characters,102,1962
Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,101,2003
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,100,1963
Secret Identity,Neutral Characters,Black Eyes,Bald,,Living Characters,100,1965
Secret Identity,,Brown Eyes,Black Hair,Male Characters,Deceased Characters,100,1966
Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters,100,1975
Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,99,1946
Secret Identity,Good Characters,,White Hair,Male Characters,Living Characters,99,1965
Secret Identity,Neutral Characters,White Eyes,Yellow Hair,Male Characters,Living Characters,99,1974
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,99,1983
Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,99,2005
Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Living Characters,98,1975
Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,98,1976
Secret Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,Living Characters,98,1995
Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,98,1998
Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,98,2004
Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Deceased Characters,97,1966
Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,97,1987
Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,97,1997
Secret Identity,Good Characters,Green Eyes,Green Hair,Female Characters,Living Characters,97,2004
Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,96,1964
Secret Identity,Bad Characters,Grey Eyes,Grey Hair,Male Characters,Living Characters,96,1967
Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,96,1973
Secret Identity,Good Characters,,Black Hair,Female Characters,Living Characters,96,2005
Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,95,1940
Public Identity,Good Characters,,,Male Characters,Living Characters,95,1948
Secret Identity,Good Characters,,Black Hair,Male Characters,Living Characters,95,1948
Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,95,1990
Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,94,1986
Secret Identity,Neutral Characters,Brown Eyes,Blond Hair,Male Characters,Living Characters,93,1969
Secret Identity,Good Characters,,Bald,Male Characters,Deceased Characters,93,1973
Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,93,1985
Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,93,1986
Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,93,1990
Secret Identity,Good Characters,,White Hair,Male Characters,Living Characters,92,1965
Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters,92,1968
Secret Identity,Good Characters,,,Female Characters,Living Characters,92,1975
Secret Identity,Neutral Characters,One Eye,Orange Hair,Male Characters,Living Characters,92,1977
Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,92,1979
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,92,1983
Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,92,1992
Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,91,1967
Secret Identity,Good Characters,,,Female Characters,Deceased Characters,91,1972
Public Identity,Bad Characters,Brown Eyes,Bald,Female Characters,Living Characters,91,1984
Secret Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Deceased Characters,91,1991
Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,Living Characters,90,2003
Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Living Characters,89,1963
Secret Identity,Neutral Characters,Green Eyes,Bald,Male Characters,Living Characters,89,1963
Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,88,1964
,Bad Characters,Variable Eyes,Variable Hair,Male Characters,Living Characters,88,1966
Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Deceased Characters,87,1980
Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,87,1985
Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,87,1986
Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,86,1980
Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,86,1981
Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,86,2003
Secret Identity,Bad Characters,Hazel Eyes,White Hair,Male Characters,Deceased Characters,85,1996
Public Identity,Good Characters,Grey Eyes,Black Hair,Male Characters,Living Characters,84,1970
Secret Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,Living Characters,84,1976
Secret Identity,Good Characters,Grey Eyes,Bald,Male Characters,Living Characters,84,1979
Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,83,1964
Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Male Characters,Living Characters,83,1986
Public Identity,Good Characters,,Brown Hair,Male Characters,Deceased Characters,82,1941
Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,Deceased Characters,82,1973
Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,82,1974
Secret Identity,Neutral Characters,White Eyes,Silver Hair,Female Characters,Deceased Characters,82,1981
Secret Identity,Good Characters,Black Eyes,Green Hair,Female Characters,Living Characters,82,1983
Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Deceased Characters,81,1945
Public Identity,Bad Characters,Green Eyes,Auburn Hair,Female Characters,Living Characters,81,1965
Secret Identity,Neutral Characters,Variable Eyes,Variable Hair,Male Characters,Living Characters,81,1984
Secret Identity,,,,Female Characters,Living Characters,81,2005
Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,80,1981
Secret Identity,Neutral Characters,White Eyes,White Hair,Male Characters,Living Characters,79,1965
Public Identity,Good Characters,,Brown Hair,Female Characters,Living Characters,79,1979
Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Female Characters,Deceased Characters,79,1983
Secret Identity,Good Characters,,White Hair,Male Characters,Living Characters,78,1948
Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Deceased Characters,78,1986
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,78,1992
Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,78,1997
Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters,78,2011
Public Identity,,,Brown Hair,Male Characters,Living Characters,77,1975
Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Deceased Characters,77,1991
Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Deceased Characters,76,1962
Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,76,1964
Secret Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,Deceased Characters,76,1966
Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Living Characters,76,1997
Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,75,1976
Secret Identity,Good Characters,Purple Eyes,Black Hair,Female Characters,Living Characters,75,1986
Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,75,1988
Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,75,2004
Public Identity,Bad Characters,Yellow Eyes,Yellow Hair,Male Characters,Living Characters,74,1972
Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,74,2001
Public Identity,Bad Characters,Green Eyes,Grey Hair,Male Characters,Living Characters,73,1963
Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Deceased Characters,73,1965
Public Identity,Bad Characters,Blue Eyes,Silver Hair,Male Characters,Living Characters,73,1969
Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,73,1970
Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,73,1982
Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Male Characters,Living Characters,73,1987
Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,73,2004
Secret Identity,Good Characters,White Eyes,Bald,Male Characters,Living Characters,72,1940
Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,72,1950
Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,72,1954
Public Identity,,Green Eyes,Black Hair,Male Characters,Living Characters,72,1962
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,72,1964
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,72,1966
,,Blue Eyes,Blond Hair,Female Characters,Living Characters,72,1985
Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,Deceased Characters,72,1986
Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,72,1990
Secret Identity,Good Characters,Red Eyes,Bald,Male Characters,Living Characters,72,1991
Secret Identity,Good Characters,,,Male Characters,Living Characters,72,2004
Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Living Characters,71,1963
Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,71,1968
Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,71,2010
Secret Identity,Good Characters,,Bald,Male Characters,Living Characters,71,2011
Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,70,1950
Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,70,1965
Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,70,1976
Public Identity,Good Characters,Pink Eyes,Blond Hair,Female Characters,Living Characters,70,1977
Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Female Characters,Living Characters,70,2005
Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,Living Characters,69,1961
Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,69,1968
Public Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Living Characters,69,1969
Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,Deceased Characters,69,1976
Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,Living Characters,69,1980
Secret Identity,Neutral Characters,Green Eyes,Black Hair,Female Characters,Living Characters,69,1980
Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,69,1983
Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,Living Characters,69,1993
Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters,69,1998
Public Identity,,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,68,1972
Public Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,Living Characters,68,1973
Public Identity,Bad Characters,Grey Eyes,Bald,Male Characters,Deceased Characters,68,1979
Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,68,1984
Secret Identity,Neutral Characters,Green Eyes,Black Hair,Male Characters,Living Characters,68,1984
Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,68,1998
Secret Identity,Bad Characters,Green Eyes,Bald,Female Characters,Deceased Characters,68,2006
Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,67,1954
Public Identity,Good Characters,Hazel Eyes,Blond Hair,Male Characters,Living Characters,67,1965
,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,67,1966
Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,Living Characters,67,1969
Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,67,1969
,Bad Characters,Red Eyes,Bald,Male Characters,Living Characters,67,1979
Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Living Characters,67,1979
Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,67,1980
Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Living Characters,67,1986
Secret Identity,Good Characters,,Bald,Female Characters,Living Characters,67,2010
Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,Living Characters,66,1963
Secret Identity,Bad Characters,Black Eyes,Bald,Male Characters,Living Characters,66,1966
Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,66,1975
